review,rating
"Selalu suka dengan halodoc, selalu menggunakan aplikasi ini untuk konsul dgn dokter maupun beli obat. Sudah pakai aplikasi ini kurang lebih 2 th, terimakasih halodoc sudah mempermudah saya untuk bertanya tentang kesehatan maupun memudahkan untuk membeli obat tanpa harus keluar rumah.",5
Terimakasih untuk aplikasi yang sangat membantu.. jam berapapun bisa menyelamatkan kondisi terburuk saya.. praktis. cepat. dokternya baik. pembayaran sangat mudah. terhubung ke gopay ataupun card. sukses selalu untuk Halodoc,5
"Tanya jawab yang lebih mudah dibanding app sebelah yang hanya bisa mengajukan 1 pertanyaan meskipun di sesi berbayar. Penjelasan dari dokter di Halodoc juga lebih luwes tidak asal copas artikel, dan tidak pelit info meskipun kita pakai chat gratis. Dokter juga tetap ada yang aktif di malam hari. Terima kasih, Gojek. Akhirnya saya mau nyoba app ini padahal sebelumnya enggan karena takut kena teror telfon asuransi seperti sejak install app sebelah. Sukses terus Halodoc dalam membantu masyarakat.",5
"Sangat tidak bagus. Sudah bayar untuk consul sma dokter, malah dokter sbuk. Di suruh chat dok lain, tpi musti bayar lagi dengan cepat. Pas udh sesi berlanjut, uang yg di pakek bayar tdi kembali katanya, pas di cek gak balik"" uangnya, eh ... Dikasitau baliknya 14hari kerja. bayar aja di suruh cepet, responnya lama trus prosesnya lama juga balikin, jaman apa tu dipakek yg masih 14krja, 2023 jaman udh bisa langsung cepet balikin , tolong perbaiki sistem kalian.",1
"Beberapa hari lalu kebingungan gak bisa keluar untuk beli obat, disarankan sama teman buka app go med. awal nya ragu, krn diteruskan ke app halodoc tapi kondisi ""kepepet"" akhirnya ikutin petunjuk di app. Alhamdulillah obat datang gak lama & harga msh wajar. Tersedia range harga perkiraan. Tambah KEREN lagi, 2 hari kemudian dpt telpon dari dokter app halodoc. Dokter nya follow up pembelian obat kita dan kasih konseling gratis. Trus bisa konseling jg, (dbaca GRATIS) di app nya halodoc. TOP BGT 😍",5
Buat ibu ibu yg hamil dan menyusui cobak deh gunain aplikasi ini. Sangat membantu kita untuk menepiskan kekhawatiran dan menanggapi mitos2 di luar sana karena kita bisa tanya ke ahlinya langsung. Good apk,5
"Aplikasi ini sangat membantu dan memudahkan sekali dimasa pandemi ini jadi gak bingung kalau ada keluhan. Chat halodoc lengkap dokternya dari dr umum sampai spesialis tinggal klik aja. Dan edukasi yang diberikan dr. Muhammad Giovanni A pun sangat jelas. Sangat rekomended sama dr. M giovanni. Ramah,Saran yang diberikan sangat bermanfaat. Terimakasih halodoc.",5
Sangat membantu sekali. Td ny bingung bisa gak bingung lg. Tapi sayang sekali sesi tanya jwab ny sebentar banget. Coba diperpanjang dong durasi ny.. 😁 Thanks utk dokter yg udh jwab prtnyaan aku yah. Jwaban ny memuaskan.,5
"Cukup bagus. Pilihan konsultasi dengan dokter spesialis cukup banyak. Kalau boleh ditambahkan lagi metode pembayarannya lewat transfer bank lain, tanpa harus mendaftarkan kartu debit atau kredit. Terima kasih",4
"waktu konsultasi ada kendala (chat tidak terkirim2) padahal sinyal lancar, waktu konsultasi yg 30menit jadi tidak maksimal karena chat tidak langsung terkirim.",3
"sangat membantu! disaat kerjaan kantor numpuk dan perlu obat tapi gabisa keluar kantor halodoc cepat dan obat sesuai yg dipesan, ga lebih dari 30menit obat yg diperlukan langsung sampai. terimakasih halodoc🙏",5
"sangat bagus, tapi harus menyesuaikan dengan MAP agar pengantaran dimudahkan tidak membingungkan, menyesuaikan juga dengan jarak yang dipesan dengan apotik",5
"Sangat mudah, membantu banget buat saya yg mobilitas terbatas. Sepanjang pengalaman saya, dokternya ramah semua... terimakasih banyak sudah membuat aplikasi ini 😍",5
"Aplikasi yang sangat membantu. Apalagi sekarang sedang ada covid-19, ragu untuk keluar rumah tapi harus konsultasi ke dokter karena saya terkena luka bakar. Dengan ada aplikasi ini saya sangat terbantu dan kekhawatiran saya hilang. Semoga kedepannya Halodoc semakin baik lagi.",5
"Pengiriman obat lama, status diaplikasi hanya siap diantar berhari hari. Tidak ada solusi dari customer servicenya, respon komplen via chat dan email lama dan hanya diteruskan ke team terkait tanpa ada update selanjutnya.",1
Tolong perbanyak metode pembayarannya.. Jadi banyak pilihanya bila terjadi kendala. Saya mau chat dokter sulit sekali lewat gopay dan master card tetap saja tidak gagal terus..,1
"Aplikasi yang sangat bagus, membantu, mohon bisa diatur sehingga layanan dokter bisa 24 jam seperti halnya rumah sakit. Semoga dapat semakin berkembang dan ditingkatkan lagi aplikasinya 👍",5
"Aplikasinya bagus, pelayanan ramah, tapi saya pernah di tlpn atas nama halodoc, dia menawarkan pendapatan pencairan dana 1jt/bln. Penjaminan kecelakaan , dan masa tua. Tapi dia meminta data, nik, tgl lahir, dan no.rek saya. Saya biang tidak punya atm. Dia malah memarahi saya dengan mengatakan "" mba, nabung itu sejak lahir sejak masih bayi"" dengan nada tidak sopan. Apakah benar itu dari pihak halodoc?",3
"Mengecewakan! Sudah 8 kali ganti driver ojol, tidak ada info juga apakah apotiknya masih buka tau tidak yang ada malah di marahin drivel ojolnya. Terlebih parahnya pembayarannya dikembalikan setelah sekian lama di cancel saat mau pesan di driver kesembilan. Hal ini menandakan keridakprofesional aplikasi ini dalam mengelola. Membuat customer menjadi kambing hitam. Masih untung cuma dikasih bintang satu, tidak di perpanjang sampai Badan Perlindungan Konsumen Nasional",1
"sangat membantu dan baik untuk dokter dokternya. hanya ada tambahan untuk cara pembayarannya biar lebih mudah ditambah dengan atm atau gerai yg berkerja sama biar memudahkan kalangan bawah,terimakasih banyak",5
"Selama chat dengan halodoc setelah beberapa kali. Selalu memuaskan, fast respon dan memberi obat yg tidak asal2an. Kalau tidak perlu antibiotik , tidak diresepkan. Saya rasa ini bagus.. Trimakasih halodoc, semoga dokter2nya selalu ramah dan fast respon.",5
"kenapa halodoc sekarang kalo order produk kesehatan akeses hub ke driver kurir nya ga ada,kasian kalo salah alamat,saya udah masukin alamat bener ke input nya malah alamat lain,kasian driver gojek yang harus nya bisa ambil orderan lagi malah muter muter dan engga ada hub via chat atau telp,tolong di perbaiki fasilitas order produk online nya",3
"Mohon opsi metode pembayaran nya di tambah kan dengan pembayaran melalui saldo pulsa,supaya mempermudah pengguna yg tidak memiliki kartu kredit 🙏",3
"Sudah 1 minggu mencari obatnya di apotek terdekat dg kosan tetapi selalu habis. Karena urgent banget, akhirnya nyoba pesan di aplikaso Halodoc.. Alhamdulillah, ga sampe 1.5 jam obatnya sdh smp dikosan.. Senang banget",5
"UX nya buruk, harusnya kalau login jangan hanya pakai nomor hp, tambah akun lain kek kaya google / FB / lainnya, kan bagi yg nomornya biasa susah nerima kode verifikasi karena hp / kartunya rusak kan jadi susah, apalagi sekarang di akunku ada resep obat yg semuanya belum di beli, masa harus daftar ulang terus Konsul ulang, kan hambur uang",1
"aplikasi yang sangat bermanfaat. jarang jarang bisa ngomong sama dokter secara gratis. ayo buat para ibu hamil, download saja aplikasi ini. saya sangat rekomendasikan sekali aplikasi ini untuk para ibu. nice halodoc aplikasi. semoga aplikasi ini bisa banyak membantu buat yang lainnya. thanks halodoc",5
"Untuk proses verifikasi melalui selfie sangat menyusahkan, apalagi ketika ingin menyambungkan akun bayi saya ke asuransi, harus melalui verifikasi Selfi berkali2, dan terus gagal karena system membaca itu bukan selfie. Bayi umur 3 bulan disuruh Selfi, yg bener za donk...",1
"Pas perlu bgt kurir buat beli dan anter obat suami, lgsg buka GoMed tp kudu instal app HaloDoc dulu. Pas instal lgsg open buat transaksi pake gopay, eh 2x gagal dan berkurang saldo gopaynya. Trs exit app dulu dan coba masuk lagi. Berhasil deh! Kurir cepet juga kurang 30mnt udh sampe.",4
"mungkin perlu dikembangkan lagi, saya mau mencoba daftar ke dokter kandungan dr. novia u/ slh satu klinik di samarinda tp blum ada layanannya, hny melalui via telp. Tetapi pelayanannya sangat memuaskan, dan barang yg dipesan, cepat diantar, sesuai dengan pesanan 🙏",4
sangat memuaskan... sangat cepat di jawab... hnya mungkin karena masalah jaringan jadi agak lembat pengiriman pesan wa nya.... over all puas bgt..,4
"Sangat membantu di saat segera butuh jawaban. Saya sarankan untuk para bunda untuk memasang aplikasi ini.apalagi dalam perkembangannya akan banyak hal yag kita temui terkait kesehatan keluarga, terutama anak kita.",5
"App yang bagus bermanfaat, praktis, mudah, hemat, cepat, dan oke buat yg mau privacy-nya terjaga / seseorang yang introvert",5
"Aplikasi yg bermanfaat, dokter yang ramah dan sangat berkompeten di bidangnya. Sangat dianjurkan untuk masyarakat indonesia yg butuh konsultasi kesehatan dimana saja dan kapan saja tanpa ribet.",5
"Aplikasi yang sangat buruk, Pesan obat selalu gagal di pembayaran, lalu saldo di wallet tidak bisa di tarik kembali, sudah chat serta kirim email tapi sama sekali tidak ada jawaban.",1
"dengan adanya halodoc saya bisa konsultasi dgn dokter pilihan dan sewaktu sewaktu.saya sdh membuktikannya sendiri.baik dokter umum,penyakit dalam dan dokter kandungan.dokternya baik baik semua dan selalu memberikan jawaban dan solusi obat dengan tepat.",5
"Aplikasi asuuu, masak iya harus nunggu 1 abad resep obatnya baru dateng, mana mau ngebatalin juga ga bisaa, emang di sengaja gituu, mau ngehubungin driver atau apotiknya aja ga bisa, klo sana yg ngehubungin baru bisa, mana pakek pulsa lagi, dari pihak apotik klo gak niat di serahin tugas ga usah di terima, jadinya ya kayak gini, customer suruh nunggu berjam-jam padahal pembeli adalah raja/ratu. Sudah 2x sayya order tapi tetep sama. Pembaruan elanjutnya kami minta pembayaran via COD. ngtd 🖕🏻",1
"Kronologi : Pesanan dibatalkan tanpa ada konfirmasi Uang belum dikembalikan/masuk ke saldo Coba hubungin CS responnya lama Yang dijawab berputar putar saja ga ada solusi Hallo saya itu butuh obat , dan kalau memang di batalkan tolong proses kembali uang saya Ketika saya butuh obat dan tidak ada uang lagi bagaimana ?????? Sedangkan uang saya belum di proses ..",1
"sangat membantu sekali...dalam kemudahan membeli obat tanpa mengantri panjang&ketika lupa obat apa sja yg sudah dibeli,masih tersimpan lengkap diaplikasi ini..terimakasi halodoc...",5
"Sya beli obat disni, obat tidak datang tpi tertulis sudah diterima, tidak ada link untuk melacak siapa penerima obat, sudah klik bantuan juga tetap responya sudah diterima. Perlu perbaikan ini sistemnya",1
Alhamdulillah aplikasi ini sangat membantu. domisili saya di padang dan halodoc sudah sampai disini. saya perna memesan obat pukul 12.30an dan kebingungan apakah masih bisa memakai layanan dan ternyata masih bisa. alhamdulillah saya terbantu sekali.. terima kasih halodoc,5
"program yg sangat bagus & mengerti akan kebutuhan setiap orang.. mulai dari konsultasi dokter lewat online, membantu proses rawat jalan sampai antar obat sampai tujuan...Trims Halodoc & sukses selalu🥰☺️😍😉",5
"Terimakasih halodoc... sangat membantu sekali. Punya anak kecil itu banyaaaaak sekali pertimbangan untuk berobat ke RS. Dengan adanya aplikasi halodoc, saat keluhan terasa.. saat itu juga ada solusi nya, konsul dokter spesialis bisa kapan sajaa... obat langsung datang ke rumah.",5
Sekedar saran aja untuk pembayaran kalau bisa dibuatkan aplikasi sekalian jd kita datang ke rumah sakit sudah tinggal dtg dan masuk.. Ini saya beneran dpt antrian no.8 tp pembayaran setelah dtg ke RS sama aja saya antri karna kartu resume medis belum diantar ke poli ybs.. Terima kasih.. Sangat membantu untuk ambil no antrian.. 😊,4
"Menolong sekali aps ini. Jika ada yg sakit malam2. Gak perlu panik ke RS di masa pandemi. Walau di fitur chat Doc ada aja dokter yg ngeselin dan lamaaaa bls chatnya, tapi banyak juga yg baik dan fast reaponse. Link aps dg gojek juga banyak membantu. Makasi Halo Doc",5
"bagus banget aplikasi ini membantu saya untuk beli obat malem2 dalam keadaan darurat, lengkap juga bisa konsultasi sam dokter tapi sayang minisnya cuman satu ga ada dokter yg standbay 24 jam coba kalau lagi darurat kan jadi susah mau konsultasi jadi beli obatnya kira2 aja",5
"Terimakasih halodoc saya sangat terbantu dengan aplikasi ini dimana konsultasi dengan dokter tidak dikenakan biaya sama sekali, benar-benar sangat membantu mohon tetap dipertahankan seperti ini agar bisa mempermudah orang-orang seperti saya didalam ingin berkonsultasi tentang kesehatan, sukses selalu halodoc👍",5
Saya seneng pake aplikasi halodoc ini membantu bgt buat saya. Cuma kdg respon dr dokternya lama.tp ada jg sih yg responnya cepet. Dan secara keseluruhan semuanya bagus. Top bgt pokoknya..,5
"Ini tolong dikondisikan, posisi saya di medan sumut, tapi RS rekomendasinya Di Jakarta, sudah saya refresh dan keluar masuk apl tetap saja sama, mau liat rs di medan jd gabisa buat janji temu offline",3
"saya sangat suka aplikasi ini sangat membantu awalnya sya gak ngerti kenapa jasa ini gratis , sesudah sya tanya ke petugasnya namanya Hana karena masi promosi dan sya suka pelayanan nya ... apalagi yg nama nya Hana . 😘😘.. baek org nya gak jutek walaupun saya agak bawel 😂",5
Untuk halodoc mohon dibantu kasihan pihak apotek kalau orderan di halodoc itu jangan auto pickup karena untuk menyiapkan obat sangat butuh waktu dan ketelitian jadi saran untuk aplikasi nya jangan auto pickup karena kasian apotek nya jadi bisa salah kirim obat dan di komplain pasien tolong aplikasinya diperbaiki agar tidak autopickup Hanya sekedar masukan tks,5
"Sangat membantu untuk para pelancong luar kota, terutama yang lagi berjuang sendiri di kota lain. Maju dan berkembang terus Halodoc and many many thanks👍",5
sangat kecewa krn tdk bs bayar ditempat lagi... padahal bayar ditempat sangat membantu dan sangat memudahkan... tp ternyata udah ga bs lagi... auto uninstal,1
"Aq di vonis oleh dokter saraf kena penyakit noropatek deabet yg menyerang kaki . Rasa panas mati rasa otot kaku dan persendian driji kaki sakit dan nyeri sekali . Dan saya perna setruk sebela kiri selama 3 hari. Dan sekarang penglihatan mata yg kiri kabur/buram. Obat yg saya minum profelin,Analsik,kolestrol,Asam urat, Hipertensi,Aspilet dan Metformen. Ini suda lama kira2 5th nan.",5
"Bagus, aplikasinya memudahkan kita untuk penyakit yang umum untuk berobat ke dokter secara online. Tapi pas saya mau beli obatnya, karena bukan di jakarta, obat resep yang dianjurkan dokternya tidak ada, smentara sesi chatnya sudah habis, jd sy ga tau penggantinya apa di gojeknya, jadinya sy tetep ke apotek sndiri deh. Tp over all aplikasinya bagus, mkasih halodoc.",5
sangat bermanfaat..jika bisa riwayat chat ny jgn hilang..soalnya kadang blm sempet bli obat ny sudah di end chat ny sama dokternya jd blm tau nama obatnya apa..tp ni aplikasi sangat bermanfaat😊,5
"Saya suka halodoc, sangat membantu sekali terutama saat kita butuh konsul dokter spesialis setiap saat bisa chat tidak perlu menunggu jadwal di poli RS, bahkan sambil santai dirumah.. semoga semakin maju aplikasi ini terutama kerjasama dengan apotik2 bisa diperbanyak lagi spy gojek tdk terlalu jauh mengantar obatnya dan bisa lebih cepat",5
"terimakasih untuk deplop apk ini sangat membantu, untuk orang orang yang tidak sempat bisa berjumpa langsung dengan dokter, dengan apk ini menjadi mudah. dan pelayanannya pun luar bisa, terimakasih",5
"Menyesal sudah melakukan pembayaran sukses tapi dokternya di chatt slalu g bisa ,,dan selalu muncul tulisan error masanger itu trus yg kluar...di tlp pun jg tdk bs...percuma buang2 uang saja,,,👎👎👎👎👎",1
Ini gimna sih pihak halodoc mau masuk akun sendiri aja susah nya minta ampun malah ada peringatan tidak ada koneksi padahal pake apk lain lancar lancar aja tuh di email ga ada balas hadeeeuuh....mau lihat hasil tes eh malah jadi susah gini masuk akun sendiri juga padahal udah ada sms hasil bisa di lihat tp gmn mau liat hasil orang masuk akun nya aja susah,1
"suka banget pakai aplikasi ini, bisa langsung dikasih resep obat sama dokterr, punya pengalaman yg panikk karena sakit tertentu berkatt rekomendasii obat dr dokter melalui aplikasi ini alhamdulillah cepat sembuhh tanpa harus krmh sakit...👍 terimakasih hallodoc😊",5
Cepat sekali responnya..dokternya pun cepat membalas setiap keluhan...amat sangat membantu sekali di masa seperti ini... Hanya saja mungkin kalau telpon dan video amat terbatas karna jaringan... Terimakasih untuk para dokter di seluruh indonesia yg selalu siap melayani setiap para konsumen🙏🙏🙏🙏🙏👍👍👍👍👍,5
"Saya suka dg aplikasi halodoc, semenjak ada iklan halodoc di TV, saya langsung download aplikasi ini, setelah saya lihat gambar nya, ternyata mudah untuk di pahami, dan saya sering sakit jika habis minum es, jadinya saya menginstal aplikasi ini, agar tau bagaimana cara menjaga kesehatan , agar tidak mudah 😷sakit, thank you halodoc",5
"Mau beli obat pake halodoc ini bikin emosi ya?? Orang lagi sakit bukannya dibikin gampang malah susah banget makenya. Mau klik keranjang buat liat totalan aja ngga bisa, nghapus dari keranjang juga susah harus dari menu awal. Mana stock kosong mulu. Hadeh.",2
"Pertama dan terakhir kalinya memakai aplikasi ini, di keterangan janji hasil rapid test bisa dilihat di aplikasi. Setelah ditanyakan kembali, hasil harus diambil secara fisik. Mengecewakan, rasanya seperti ditipu. Sia-sia 150rb keluar untuk rapid test.",1
"Sangat membantu saya di rantauan lah kalau untuk sakit ringan yg butuh obat, tidak susah nyari konsultasi dan obatnya di antar, kalau bisa menyebar keseluruh daerah untuk bekerjasama dengan apotik2 per daerahnya, bisa sangat bermanfaat untuk yg merantau",5
Luar biasa sangat membantu banget di tengah mlm gini bisa konsultasi dgn doktet yg saya inginkan.dokternya ramah. Dan bisa langsung di resep dan obtnya tiba. Sekali lagi terima kadih halodoc. Sukses trus dan selalu memberi yg terbaik.,5
"Aplikasi ini sangat membantu sekali apalagi obat yg dibutuh tak ada di toko obat/apotik terdekat, pasti pemesanan/pengiriman lama jelas..!!! Karena membutuhkan proses & tahapan jika tak sabar silahkan cari bahkan sampai jdi BOLANG😂... Tapi ada masukan untuk HALODOC mohon diperbaiki tentang aplikasi smuanya sprti aplikasi2 belanja online gampang diterapkan,kemungkinan orng2 lain GAPTEK jdi mohon dimaklumkan SUKSES HALODOC... Tolong bangkit masyarakat betapa pentingnya kesehatan TERIMAKASIH🙏",5
"dokternya baik dan sabar banget ngejelasinya jug detail banget,pelan dan halus banget bahasanya,entah kerna saya bacanya yo memang dokternya selalu seperti itu yang jelas bagus banget dan rekomend bangeet,terimakasih untuk dokter oki dan semua dokter diindonesia yg sedang berjuang untuk kesembuhan kami,terimakasih sekali buat halodoc saya percaya kalian akan memberikan yg terbaik buat kami 😊😊🤗",5
Tolong dong pihak aplikasi betulkan untuk sistem pengambilan obat masa iya untuk apotek terdekat gk bisa pesan dan harus pesan apotek yg jauh gmna kalo saya keburu mati untuk nungguin itu obat dateng tolong perhatikan jangan mau ambil untungnya aja.. Dan kasihan juga driver ngambil jauh jauh pesanan saya tolong diperhatikan kalo gk mau rating ini aplikasi tambah hancur... INGAT JANGAN MAU AMBIL UNTUNGNYA AJA YA CAMKAN ITU BAIK BAIK 🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬,1
Kemarin kulit aku semacam infeksi karena jamur terus aku beli obat di GO-JEK dan di rekomendasi kan disini. Alhamdulillah setelah malamnya langsung konsultasi dan beli paginya kulitnya mulai kering. Walaupun awalnya sampai panas dingin karena saking panasnya kulit yang infeksi itu.,5
"Sangat membantu untuk ibu rumah tangga.. Apalagi ibu muda seperti saya yang belum banyak pengalaman.. Dokternya jg sangat ramah dan dibalas dengan cepat, terima kasih sangat membantu",5
"Mudah2an tetep cepat & efisien, G cm awalnya aja... G seperti Aplikasi yg satunya.. pesan kapan nyampenya kapan... 😁",5
app hallodoc ini sangat membantu sekali apalagi klo tengah malam gak perlu repot untuk keluar rumah . tapi tolong ya dipercepat pengantarannya.agar lebih baik lagi pelayanannya..,5
"Kalau untuk yang tidak punya atm atau kartu pembayaran lainnya, bagaimana.. harusnya untuk umum digratiskan, untuk yang spesialis bayar . Tolong agar dipermudah",2
kok aneh ya saya ga bs input nomer hp. padahal jaringan internet aktif. (Ok saya hubungi emailnya). Update: Sdh bisa ternyata saya login di 2 hp + dicover asuransi jg thx halodoc utk bantuannya.,5
"Saran saya jg bekerja sama dengan Antaraja paket saya sudah hampir 2 Minggu belum sampai malah paketnya nyasar ke kota lain lagi, mana obatnya penting. Status pesanan tidak berubah rubah selalu saja ""apotek sedang memproses pesananmu"" dan melewati perkiraan waktu tiba 🥴",2
"Aplikasi hebat. Sejauh ini masih baik Layanan nya, sangat membantu nih aplikasi..Tentu masih banyak keluhan dari pelanggan lain, agar bisa direspon dan diperbaiki secepatnya demi kebaikan bersama. Terima kasih kepada Halodoc dan Pengembang aplikasi ini..",5
Gimana sih saya kan udh kasih nomor telepon saya ko gak bisa sih gimana sih kata nya bagus tapi malah mengecewakan nyesal.saya download aplikasi ini saya kasih bintang 2 aja dulu soal nya aplikasi nya jelek,2
"Sangat bermanfaat dalam keadaan darurat terlebih obat yang kita inginkan memerlukan resep dokter dan aplikasi serta segala hal didalam aplikasi ini sangat membantu. Sejauh ini, aplikasi ini juga sangat bermanfaat bagi mahasiswa yang sakit tetapi tidak bisa keluar kost,apart atau rumah sehingga bukan hanya kita bisa membeli obat secara online tetapi juga bukti konsultasi bisa digunakan untuk izin pembelajaran (bagi mahasiswa mohon jangan disalah gunakan, gunakan Halodoc ketika benar-benar sakit).",4
"Sangat membantu sekali ni halodoc nya, lagi pandemi seperti ini menghemat waktu,pembayaran juga gampang bisa pakai gopay, langsung chat keluhannya, langsung direspon dan diresepin obat..obat juga gampang dicari...👍",5
Iklannya dimana2 ... Promonya bagus2 ... Baru pesen 1 kali untuk jadwal PCR langsung kapok sumpahhhh ... Mungkin harga 245rb ga ada artinya kali yaaaa menurut nih aplikasi ... Itu berarti banget buat org seperti saya gan ... Motong saldonya cepet pake hitungan detik langsung ke potong .. pengembaliannya mesti tunggu 7 ato 14 Harti kerja... Mohon bantu diperbaiki ... Krn tidak semuanya org yg ada di sini org yg berlebihan uang.. kesel sumpahhhhh...,2
"Sakitnya sekarang, obatnya dikirim tau kapan. Harusnya ada pemberitahuan untuk pengiriman sebelum payment. Untuk reguler bisa sampai 3 hari sampainya. Orang sakit yaa butuh obat buat hari itu juga, masa iya harus nunggu obatnya sampe beberapa hari.",1
"Bisa sedikit lega krn bisa konsultasi dgn Dokter anak langsung,,belum lega banget krn waktunya keburu habis.. Aplikasi yg sangat bermanfaat dan sangat membantu👍..thanks halodoc..",4
"Tolong aplikasi Halodoc jgn pelit memasukan kategori produk penghapus cat kuku / nail remover. Setiap saya mau pesan Acetone merk Carla seharga 30 an di bagian Century, selalu tidak ada. Padahal, di Century-nya selalu menyediakan. Jadi aplikasi jgn ga lengkap dan pelit. Acetone Carla itu selalu ada di Century, knp di Halodoc selalu tidak tersedia? Saya pribadi lebih nyaman dengan Acetone itu karena hemat dan botolnya plastik, lebih aman dan rentan pecah! Jgn bikin orang nambah susah",1
First time pake aplikasi ini karena ngk ada waktu ke dokter nya langsung cari dokter spesialis yang gw butuhin ngk lama chat2 dan langsung di diagnosis sama di kasih resep obat nya ngk lama gw pesen obat nya sesuai yang dokter kasih ngk lama kurang dari 60 menit obat nya nyampe emnag the best sih,5
"Sangat membantu banget apalagi skrg lagi wabah Covid-19. Mau keluar berobat atau cuma sekedar konsultasi Takut, Repot juga karena abis dari luar harus Mandi dll. Benar2 membantu sekali, padahal ini baru pertama kali coba dan penjelasan dokter memuaskan sekali. Terima kasih.",5
"Serius sumpah ini bner"" ngebantu banget, obat yg dicark di 4 apotik dan 2 rs gak ada di sini ada alhamdulilah ketolong banget, dan pengantarannya kurang dari 60mnit sumpah bner"" ngebantu, terimakasih sekali untuk aplikasi yang sangat ngebantu semoga terus berkembang.",5
Orderan reguler 1 - 3 hari nyampe Udh masuk hari ke 3 barang dikirim juga belom. Mana obat mahal dan obatnya ga boleh putus minumnya. Di telp ke CS mau pembatalan mau pesen ulang biar ubah pengiriman pake instan ga bisa juga. Ga membantu sama sekali. Klo smp terjadi apa2 sm saya saya tuntut halodoc,1
"Ini gimana sih aplikasi???? Mau konsultasi ke dokternya, dokternya tersedia, udah melakukan pembayaran dan berhasil malah dokternya tiba2 tidak tersedia. Udah 4-5 kali percobaan dan gagal. Ayolah, jangan malu2in begini bikin aplikasi dan system",1
terimakasih banyak untuk halodoc.. tanya Jawab via chat nya enak & mudah dimengerti.. sangat membantu.. sukses terus & tetap free untuk bisa lebih banyak membantu orang lain,5
Aplikasi ini sangat amat membantu saya apalagi dengan keadaan covit sekrng kesulitan untk ke rmh sakit Konsul ke dokter nya juga sangat baik. respon dokter luar biasa baik...resep obat yg diberikan juga sangat membantu. Terima kasih halodoc. Terus tingkatkan pelayanan..🙏🙏🙏,5
"aplikasi sangat baik dan bermanfaat,mendukung,mudah mencari artikel yang di inginkan. untuk konsultasi ke dokternya juga baik dan ramah,serta baik dan mudah di pahami penjelasanya. dan untuk pemesanan melalui halodoc juga cepat aman dan pastinya 100% ORI. yaa ini masih pertama kalinya sih beli di halodoc,dan itu bener 100% datang dan ORI. sukses terus halodoc dan semoga menjadi aplikasi yang berguna buat yang lainnya juga..",5
"Sayang banget ya harga konsultasi kurang update...nominal buat saya tidak masalah,waktu saya kebuang krna konfirmasi dilakukan 2 jam sebelum kunjungan. kalau harga sudah salah kenapa tetap dikonfirmasi sukses ya",1
"kenapa ya saya setiap ingin check out beli obat pasti gak bisa, tulisan nya gojek tak ditemukan. padahal sebelum2 nya lancar aja. please fix it. pasahal aplikasi ini andalan ku kalo sakit dadakan. tapi skarang malah eror trs pdhl udh di update",3
"Sangat terbantu dengan app halodoc, pesan obat langganan jdi mudah sperti obat diabetes dan hipertensi utk ibu sy, terima kasih. smoga smakin baik pelayanannya.",5
Cukup memuaskan dapat konsultasi dg dokter yg mengerti bidangnya meski ada keterbatasan diagnosa spt USG namun aplikasi ini sangat membantu. Hanya saja sempat error jaringan mkn karena lokasi saya di daerah yg internetnya terbatas,4
"Aplikasi sangat sangat membantu dan bermanfaat khusus nya untuk saya pribadi dan keluarga saya, dokter menjawab dengan cepat, ramah, dan memberikan informasi yang tepat dan jelas. Terima kasih Halodoc 😊 Terus di kembangkan supaya jauh lebih baik lagi 😁",5
Bagus sekali aplikasi halodoc ini.. Saya bisa menghemat waktu uang dan tenaga.. Untuk berobat.. Sangat bagus.. Saya suka sekali #tingkatkan😁,5
"Saya sngat suka dngan aplikasi ni krna sngat m'bntu skli ktika sdng sakit ga bisa ke apotik sndri buat beli obat... Aplikasi ni pelayanan nya cepat slain tu jg gratis ongkir lg... ☺☺☺ the best deh buat aplikasi yg satu ni 👍👍👍... Kedua kali nya gunakan aplikasi ni ad sesi tnya jawab nya dngn dokter spesialis nya alhamdulillah sngat membantu skli... Very"" the best buat aplikasi halodoc ni 👍👍👍...",5
Saya kasih bintang 2 karena 3x ingin gunakan fitur chat dokter dan setelah pilih dokter lalu saya bayar biayanya tiba2 dokter tersebut sibuk..dan saya diminta mengulang kembali dengan dokter lain..bagaimana ini? Karena kami gunakan Halodoc ini saat urgent..tapi chat tidak selalu bisa..,2
"Gk jadi bintang 5... okelah soal konsultasi dokter praktis dan bagus, tapi pas pesan obat lewat aplikasi, ternyata pake metode shiping, sampe 1-4 hari dijalan, cs nya slow respon, baru dibalas dan bener aja obatnya dikirim dari bandung (jauh dari kota saya) Saya kira dikirim dari apotik terdekat, dimana cuma 2-4 jam nyampe, rupanya udh kaya beli paket di online shop :"")) Haduhh saya keburu mati klo kaya gitu :"")",2
"Aplikasi sangat membantu dalam konsultasi ke dokter, sejumlah isu yang saya alami: 1. Upload foto, tidak sesuai dengan foto asli, foto menjadi sangat diperbesar (super zoom) 2. Dokter tidak bisa merevisi resep yang telah dikirimkan (dimana sesi masih berlangsung), misalnya setelah pasien mengabarkan bahwa obatnya tidak available di apotek 3. Update harga dan produk kerap tidak dilakukan oleh apotek, beberapa kali pengemasan dilakukan tanpa mencantumkan resep dokter",4
"Menurut sy sangat membantu, cuman tracking pemilihan apotiknya yg terlalu jauh jauh dr tempat tujuan pemesanan. Jd ongkir relatif mahal.. Itu aja, selebihnya msh oke",3
